0.000000, -0.977187
1.000000, -0.244836
2.000000, 1.265446
3.000000, 0.128765
4.000000, 0.163522
5.000000, 1.177826
6.000000, 0.797695
7.000000, 0.844318
8.000000, -0.545378
9.000000, 0.886184
10.000000, 0.077365
11.000000, 1.408938
12.000000, -2.097152
13.000000, 0.412510
14.000000, -0.126189
15.000000, -0.518942
16.000000, 0.062580
17.000000, -0.896056
18.000000, -0.568347
19.000000, 2.267764
20.000000, -0.461892
21.000000, 0.765887
22.000000, -0.647345
23.000000, 2.174534
24.000000, 2.005772
25.000000, 1.707208
26.000000, 4.036518
27.000000, 3.711746
28.000000, 5.539125
29.000000, 5.186134
30.000000, 6.714711
31.000000, 5.317489
32.000000, 9.823263
33.000000, 8.109830
34.000000, 9.873147
35.000000, 9.757131
36.000000, 10.556823
37.000000, 13.544488
38.000000, 13.018413
39.000000, 11.399921
40.000000, 14.017106
41.000000, 13.082341
42.000000, 13.761022
43.000000, 16.716626
44.000000, 14.960316
45.000000, 15.065976
46.000000, 15.297815
47.000000, 16.287588
48.000000, 15.128182
49.000000, 16.629260
50.000000, 16.823453
51.000000, 17.120131
52.000000, 15.175731
53.000000, 16.483996
54.000000, 15.835298
55.000000, 17.008062
56.000000, 17.533162
57.000000, 19.659667
58.000000, 19.721499
59.000000, 22.116073
60.000000, 20.337267
61.000000, 23.342607
62.000000, 22.807384
63.000000, 22.418443
64.000000, 24.785062
65.000000, 25.159366
66.000000, 26.585287
67.000000, 27.518461
68.000000, 26.438947
69.000000, 29.280730
70.000000, 29.387779
71.000000, 30.292887
72.000000, 31.261094
73.000000, 30.485921
74.000000, 29.343701
75.000000, 31.450367
76.000000, 31.591449
77.000000, 31.503788
78.000000, 34.448213
79.000000, 31.823125
80.000000, 31.603994
81.000000, 32.161339
82.000000, 31.598642
83.000000, 32.841995
84.000000, 32.497258
85.000000, 34.658911
86.000000, 30.675663
87.000000, 33.223133
88.000000, 33.268070
89.000000, 33.981043
90.000000, 36.608548
91.000000, 34.614106
92.000000, 36.151551
93.000000, 38.341550
94.000000, 38.734839
95.000000, 39.693205
96.000000, 40.069433
97.000000, 40.698888
98.000000, 40.845499
99.000000, 42.293653
100.000000, 42.277253
101.000000, 43.541087
102.000000, 45.210296
103.000000, 46.565039
104.000000, 46.914737
105.000000, 45.836893
106.000000, 48.165177
107.000000, 45.743319
108.000000, 46.089343
109.000000, 48.228328
110.000000, 47.718534
111.000000, 49.252175
112.000000, 47.394529
113.000000, 46.612609
114.000000, 49.272739
115.000000, 47.661173
116.000000, 50.539614
117.000000, 47.659204
118.000000, 48.365023
119.000000, 50.241499
120.000000, 49.264881
121.000000, 49.541515
122.000000, 51.676137
123.000000, 52.099606
124.000000, 53.166918
125.000000, 53.897121
126.000000, 55.172985
127.000000, 55.043717
