0.000000, 0.062294
1.000000, 0.355327
2.000000, -1.839142
3.000000, 0.845319
4.000000, -0.411072
5.000000, -0.478377
6.000000, 0.827599
7.000000, -0.206721
8.000000, -0.618303
9.000000, 0.575045
10.000000, 0.044368
11.000000, 1.794497
12.000000, 1.840702
13.000000, 1.637793
14.000000, 2.888004
15.000000, 3.043049
16.000000, 2.285100
17.000000, 4.439978
18.000000, 3.300760
19.000000, 4.049388
20.000000, 4.813289
21.000000, 4.874770
22.000000, 8.350173
23.000000, 7.080818
24.000000, 7.004400
25.000000, 7.743535
26.000000, 7.142694
27.000000, 9.348732
28.000000, 10.174949
29.000000, 8.752259
30.000000, 9.993858
31.000000, 10.952450
32.000000, 10.446498
33.000000, 11.611461
34.000000, 11.668218
35.000000, 13.416331
36.000000, 13.992798
37.000000, 14.525990
38.000000, 13.781873
39.000000, 14.889266
40.000000, 14.271898
41.000000, 14.871284
42.000000, 17.478426
43.000000, 17.651138
44.000000, 16.915243
45.000000, 18.402506
46.000000, 19.374781
47.000000, 17.450369
48.000000, 19.240521
49.000000, 18.571448
50.000000, 19.626136
51.000000, 21.048498
52.000000, 22.061587
53.000000, 20.352242
54.000000, 22.354937
55.000000, 21.225545
56.000000, 23.005938
57.000000, 22.680870
58.000000, 24.259028
59.000000, 26.178351
60.000000, 26.233987
61.000000, 27.576237
62.000000, 26.638299
63.000000, 26.351521
64.000000, 26.965465
65.000000, 28.367753
66.000000, 28.608774
67.000000, 28.223567
68.000000, 28.741394
69.000000, 28.505363
70.000000, 29.034309
71.000000, 30.084379
72.000000, 32.659487
73.000000, 30.687250
74.000000, 31.919095
75.000000, 32.428633
76.000000, 34.653708
77.000000, 33.890751
78.000000, 33.383760
79.000000, 33.601610
80.000000, 34.422118
81.000000, 36.188543
82.000000, 36.331340
83.000000, 35.868192
84.000000, 36.255455
85.000000, 38.454491
86.000000, 37.314444
87.000000, 39.194084
88.000000, 39.845476
89.000000, 39.835268
90.000000, 40.654056
91.000000, 40.692992
92.000000, 41.685933
93.000000, 41.949472
94.000000, 43.538810
95.000000, 43.599122
96.000000, 43.639397
97.000000, 44.110546
98.000000, 43.367544
99.000000, 44.130873
100.000000, 44.875007
101.000000, 46.365979
102.000000, 47.454368
103.000000, 45.107751
104.000000, 46.040463
105.000000, 46.841789
106.000000, 48.181694
107.000000, 48.786511
108.000000, 48.074679
109.000000, 49.168140
110.000000, 50.666347
111.000000, 50.202979
112.000000, 51.043213
113.000000, 51.123484
114.000000, 52.788405
115.000000, 52.947429
116.000000, 53.821998
117.000000, 54.172013
118.000000, 54.173723
119.000000, 55.569324
120.000000, 55.257687
121.000000, 56.284324
122.000000, 55.960851
123.000000, 53.938753
124.000000, 57.853599
125.000000, 57.766708
126.000000, 57.543003
127.000000, 58.879097
