0.000000, 0.370924
0.914074, -0.402461
1.993707, -0.339099
3.072516, -0.645521
4.020345, -1.358651
5.042160, 0.299144
5.902033, -1.264375
7.000752, -1.620343
7.997412, -0.666990
8.966563, 0.371135
10.002514, -1.856078
11.017891, 0.014066
12.108244, -0.416400
13.070688, 0.395398
13.985089, 1.018996
14.979814, -0.145430
15.948490, -0.644569
16.986299, 2.396872
18.031236, -1.181517
18.995843, 0.232789
20.104988, -1.059093
20.989590, 0.722007
21.964782, 0.387321
23.021261, 1.267756
23.972575, 1.715914
25.009610, 2.271589
25.971423, 4.244010
26.936104, 3.270906
28.043444, 5.317718
29.049911, 7.435948
30.029655, 5.847306
30.997304, 7.951985
31.993303, 7.749945
32.986329, 10.385588
34.010127, 9.627818
35.012754, 9.706179
35.952736, 12.722215
37.066003, 14.236336
37.979258, 11.684799
38.919217, 13.231368
39.965815, 13.946050
41.080466, 14.237692
41.994717, 15.668490
42.930409, 15.785535
43.999473, 15.170302
44.974580, 14.361524
45.993995, 15.980861
47.031498, 14.895825
48.132590, 18.959472
48.996116, 15.556418
50.000387, 15.407232
50.965720, 16.285529
52.042391, 15.807991
52.996083, 19.377473
53.978050, 17.919717
55.011881, 17.640160
56.031317, 18.278653
56.970667, 17.956382
58.080266, 21.381389
59.046195, 21.549839
60.065990, 19.780969
60.979024, 20.000881
61.952441, 21.069713
62.970433, 22.091408
63.952846, 23.894684
65.004888, 23.572163
65.950859, 25.277048
66.931006, 27.072414
68.041470, 27.341209
69.029487, 28.691485
69.963025, 27.918762
71.017244, 29.453992
71.996539, 27.649356
72.974491, 29.648176
74.069303, 31.120432
74.959822, 30.895545
76.006708, 31.369206
77.018791, 33.202775
78.042552, 31.853270
78.868253, 32.115450
79.998336, 33.523249
81.040796, 30.984882
82.062348, 32.727439
82.939557, 32.351057
83.992027, 32.855988
84.964878, 32.759647
85.993278, 32.675869
87.085252, 34.079672
87.941278, 34.385003
89.044006, 34.268038
89.967852, 35.294011
91.012497, 36.778532
91.977728, 39.089156
93.017962, 37.137192
93.983029, 39.480364
94.963051, 41.526450
95.972244, 39.441660
96.965996, 40.144702
97.963493, 41.675018
98.986850, 41.034355
99.999794, 42.980132
100.965771, 44.206156
101.996961, 42.115541
102.952241, 44.876117
103.989765, 45.986882
105.050672, 48.585957
105.973436, 44.221486
106.935612, 45.857792
107.950054, 46.773975
108.970163, 47.424806
110.080586, 48.887808
111.030420, 47.615695
112.015628, 48.602551
113.006578, 47.197939
114.052976, 48.853570
115.087839, 45.758185
115.987745, 47.772391
117.005081, 50.098976
117.996850, 46.980113
118.966737, 49.983674
119.974027, 49.999337
120.965257, 50.099606
122.004546, 50.531821
122.973964, 50.850587
124.012652, 52.996275
125.066192, 53.374338
126.050104, 54.259195
126.972994, 55.585782
