0.000000, -0.000000
1.029114, -0.000000
2.025499, -0.000000
2.912959, -0.000000
4.032272, -0.000000
4.913566, -0.000000
6.009876, -0.000000
6.993264, -0.000000
8.087805, -0.000000
8.948990, -0.000000
10.058553, 0.029276
10.984303, 0.492151
11.962983, 0.981491
12.991874, 1.495937
13.893794, 1.946897
15.073435, 2.536717
15.906594, 2.953297
17.001624, 3.500812
17.929510, 3.964755
18.978909, 4.489455
19.966398, 4.983199
21.014208, 5.507104
22.045267, 6.022634
23.015088, 6.507544
23.985452, 6.992726
25.010029, 7.505014
25.913882, 7.956941
26.958435, 8.479218
27.888396, 8.944198
29.038867, 9.519434
29.986755, 9.993378
30.975138, 10.487569
32.007384, 11.003692
32.975231, 11.487616
33.995826, 11.997913
34.985767, 12.492883
36.032146, 13.016073
37.066523, 13.533261
38.038674, 14.019337
38.977436, 14.488718
39.968855, 14.984428
40.985455, 15.492728
42.020555, 16.010277
43.084344, 16.542172
44.005552, 17.002776
44.865311, 17.432656
45.958387, 17.979194
47.058371, 18.529185
47.967244, 18.983622
49.023507, 19.511754
50.154377, 20.077188
51.084105, 20.542053
51.960201, 20.980100
53.036281, 21.518140
53.944820, 21.972410
55.027119, 22.513559
55.954774, 22.977387
56.932419, 23.466210
58.064035, 24.032018
58.969936, 24.484968
59.990686, 24.995343
61.040056, 25.520028
61.989815, 25.994907
63.113989, 26.556994
63.981031, 26.990515
64.954461, 27.477231
66.000550, 28.000275
67.078506, 28.539253
68.086017, 29.043008
68.993934, 29.496967
69.933249, 29.966624
71.051934, 30.525967
71.979105, 30.989552
73.043711, 31.521856
73.983628, 31.991814
74.950763, 32.475381
76.023045, 33.011522
77.047358, 33.523679
77.973955, 33.986978
79.073623, 34.536812
79.975795, 34.987897
80.984489, 35.492244
81.990356, 35.995178
82.956213, 36.478106
84.003069, 37.001534
85.028182, 37.514091
85.929197, 37.964599
87.002849, 38.501425
87.961425, 38.980713
88.938571, 39.469286
89.993722, 39.996861
91.007261, 40.503631
91.947006, 40.973503
93.038619, 41.519309
93.983076, 41.991538
95.017017, 42.508509
95.930612, 42.965306
96.987466, 43.493733
97.970793, 43.985397
98.988139, 44.494069
100.059493, 45.029747
100.991224, 45.495612
102.018925, 46.009463
102.999656, 46.499828
104.056725, 47.028363
104.986372, 47.493186
106.028678, 48.014339
107.074062, 48.537031
107.903579, 48.951790
109.026678, 49.513339
110.043864, 50.021932
111.046142, 50.523071
112.023091, 51.011545
112.976232, 51.488116
113.923489, 51.961744
115.055201, 52.527600
115.969976, 52.984988
117.031826, 53.515913
117.937636, 53.968818
119.044947, 54.522473
119.942997, 54.971498
120.974247, 55.487124
122.052415, 56.026207
122.997229, 56.498614
124.064618, 57.032309
124.974906, 57.487453
125.923942, 57.961971
127.031561, 58.515780
